Analysis,Author,Year,Trait Type,Species,Genus,Family,Order,Plant Species,Genus,Family,Order,n,t = trait means,S=trait standard deviations,R = # Species relative abundances,Link,OTHER LINK,Reference,Mutualism_type,Trait,Included in redundancy analysis,Source,Data Reported,Statistics Reported,Field/Experimental/Observational,,,,,,,
24A,Bas et al,2009,Trait A. Seed Manipulation,Myrmica sabuleti,Myrmica,Myrmicinae,Hymenoptera,Rhamnus alaternus,Rhamnus,Rhamnaceae,Rosales,16,8.06,2.36,0.1666667,https://www.sciencedirect.com/science/article/pii/S1146609X0900023X,https://www.sciencedirect.com/science/article/pii/S1146609X0900023X,"Bas, JM & Gómez, OC. (2009). Myrmecochory and short-term seed fate in Rhamnus alaternus: Ant species and seed characteristics. Acta Oecologica. 35. 380-384. 10.1016/j.actao.2009.02.003.",Seed Dispersal,Seed Manipulation,NO,Table 2,"n, mean, SD",P-value,Field observational,,,,,,,
24A,Bas et al,2009,Trait A. Seed Manipulation,Pheidole pallidula,Pheidole,Myrmicinae,Hymenoptera,Rhamnus alaternus,Rhamnus,Rhamnaceae,Rosales,16,3.94,3.08,0.1666667,https://www.sciencedirect.com/science/article/pii/S1146609X0900023X,https://www.sciencedirect.com/science/article/pii/S1146609X0900023X,"Bas, JM & Gómez, OC. (2009). Myrmecochory and short-term seed fate in Rhamnus alaternus: Ant species and seed characteristics. Acta Oecologica. 35. 380-384. 10.1016/j.actao.2009.02.003.",Seed Dispersal,Seed Manipulation,NO,Table 2,"n, mean, SD",P-value,Field observational,,,,,,,
24A,Bas et al,2009,Trait A. Seed Manipulation,Tetramorium semilaeve,Tetramorium,Myrmicinae,Hymenoptera,Rhamnus alaternus,Rhamnus,Rhamnaceae,Rosales,16,5.87,3.56,0.1666667,https://www.sciencedirect.com/science/article/pii/S1146609X0900023X,https://www.sciencedirect.com/science/article/pii/S1146609X0900023X,"Bas, JM & Gómez, OC. (2009). Myrmecochory and short-term seed fate in Rhamnus alaternus: Ant species and seed characteristics. Acta Oecologica. 35. 380-384. 10.1016/j.actao.2009.02.003.",Seed Dispersal,Seed Manipulation,NO,Table 2,"n, mean, SD",P-value,Field observational,,,,,,,
24A,Bas et al,2009,Trait A. Seed Manipulation,Tetramorium ruginode,Tetramorium,Myrmicinae,Hymenoptera,Rhamnus alaternus,Rhamnus,Rhamnaceae,Rosales,16,6.56,3.92,0.1666667,https://www.sciencedirect.com/science/article/pii/S1146609X0900023X,https://www.sciencedirect.com/science/article/pii/S1146609X0900023X,"Bas, JM & Gómez, OC. (2009). Myrmecochory and short-term seed fate in Rhamnus alaternus: Ant species and seed characteristics. Acta Oecologica. 35. 380-384. 10.1016/j.actao.2009.02.003.",Seed Dispersal,Seed Manipulation,NO,Table 2,"n, mean, SD",P-value,Field observational,,,,,,,
25A,O'Dowd,1979,Trait A. Patrolling,Azteca sp.,Azteca,Dolichoderinae,Hymenoptera,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,12,10.55263,6.70103,0.3428571,https://link.springer.com/content/pdf/10.1007/BF00344773.pdf,https://link.springer.com/content/pdf/10.1007/BF00344773.pdf,"O'Dowd D. J. (1979). Foliar nectar production and ant activity on a neotropical tree, Ochroma pyramidale. Oecologia, 43(2), 233–248. https://doi.org/10.1007/BF00344773",Plant Protection,Patrolling  / Aggressiveness,YES,Figure 4,Raw data,Indi. data points taken,Not clear if field observational,,,,,,,
25A,O'Dowd,1979,Trait A. Patrolling,Monacis sp.,Monacis,Dolichoderinae,Hymenoptera,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,12,3.79386,1.345867,0.3428571,https://link.springer.com/content/pdf/10.1007/BF00344773.pdf,https://link.springer.com/content/pdf/10.1007/BF00344773.pdf,"O'Dowd D. J. (1979). Foliar nectar production and ant activity on a neotropical tree, Ochroma pyramidale. Oecologia, 43(2), 233–248. https://doi.org/10.1007/BF00344773",Plant Protection,Patrolling  / Aggressiveness,YES,Figure 4,Raw data,Indi. data points taken,Not clear if field observational,,,,,,,
25A,O'Dowd,1979,Trait A. Patrolling,Solenopsis sp.,Solenopsis,Myrmicinae,Hymenoptera,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,11,28.57416,4.311512,0.3142857,https://link.springer.com/content/pdf/10.1007/BF00344773.pdf,https://link.springer.com/content/pdf/10.1007/BF00344773.pdf,"O'Dowd D. J. (1979). Foliar nectar production and ant activity on a neotropical tree, Ochroma pyramidale. Oecologia, 43(2), 233–248. https://doi.org/10.1007/BF00344773",Plant Protection,Patrolling  / Aggressiveness,YES,Figure 4,Raw data,Indi. data points taken,Not clear if field observational,,,,,,,
26A,Tillberg,2004,Trait A. Patrolling on leaves,Azteca pittieri,Azteca,Dolichoderinae,Hymenoptera,Cordia alliodora,Cordia,Boraginaceae,Boraginales,33,22.8137,38.44261,0.1727749,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,"Tillberg C. V. (2004). Friend or foe? A behavioral and stable isotopic investigation of an ant-plant symbiosis. Oecologia, 140(3), 506–515. https://doi.org/10.1007/s00442-004-1601-8",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 3,"n, mean, SD",H-value and P-value,Field observational,,,,,,,
26A,Tillberg,2004,Trait A. Patrolling on leaves,Cephalotes multispinosus,Cephalotes,Myrmicinae,Hymenoptera,Cordia alliodora,Cordia,Boraginaceae,Boraginales,109,17.3384,22.23054,0.5706806,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,"Tillberg C. V. (2004). Friend or foe? A behavioral and stable isotopic investigation of an ant-plant symbiosis. Oecologia, 140(3), 506–515. https://doi.org/10.1007/s00442-004-1601-8",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 3,"n, mean, SD",H-value and P-value,Field observational,,,,,,,
26A,Tillberg,2004,Trait A. Patrolling on leaves,Crematogaster curvispinosa,Crematogaster,Myrmicinae,Hymenoptera,Cordia alliodora,Cordia,Boraginaceae,Boraginales,46,28.8973,74.5248,0.2565445,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,"Tillberg C. V. (2004). Friend or foe? A behavioral and stable isotopic investigation of an ant-plant symbiosis. Oecologia, 140(3), 506–515. https://doi.org/10.1007/s00442-004-1601-8",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 3,"n, mean, SD",H-value and P-value,Field observational,,,,,,,
26B,Tillberg,2004,Trait B. Patrolling on stem,Azteca pittieri,Azteca,Dolichoderinae,Hymenoptera,Cordia alliodora,Cordia,Boraginaceae,Boraginales,60,23.4221,28.11863,0.3314917,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,"Tillberg C. V. (2004). Friend or foe? A behavioral and stable isotopic investigation of an ant-plant symbiosis. Oecologia, 140(3), 506–515. https://doi.org/10.1007/s00442-004-1601-8",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 3,"n, mean, SD",H-value and P-value,Field observational,,,,,,,
26B,Tillberg,2004,Trait B. Patrolling on stem,Cephalotes multispinosus,Cephalotes,Myrmicinae,Hymenoptera,Cordia alliodora,Cordia,Boraginaceae,Boraginales,82,36.8061,68.86168,0.4530387,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,"Tillberg C. V. (2004). Friend or foe? A behavioral and stable isotopic investigation of an ant-plant symbiosis. Oecologia, 140(3), 506–515. https://doi.org/10.1007/s00442-004-1601-8",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 3,"n, mean, SD",H-value and P-value,Field observational,,,,,,,
26B,Tillberg,2004,Trait B. Patrolling on stem,Crematogaster curvispinosa,Crematogaster,Myrmicinae,Hymenoptera,Cordia alliodora,Cordia,Boraginaceae,Boraginales,39,62.9658,70.28558,0.2154696,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,https://link.springer.com/content/pdf/10.1007/s00442-004-1601-8.pdf,"Tillberg C. V. (2004). Friend or foe? A behavioral and stable isotopic investigation of an ant-plant symbiosis. Oecologia, 140(3), 506–515. https://doi.org/10.1007/s00442-004-1601-8",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 3,"n, mean, SD",H-value and P-value,Field observational,,,,,,,
27A,Hughes & Westoby,1992,Trait A. Seed removal on Hibbertia ovata,Rhytidoponera metallica,Rhytidoponera,Ectatomminae,Hymenoptera,Hibbertia ovata,Hibbertia,Dilleniaceae,Dilleniales,5,3.74699,1.94595,0.3333333,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,"Hughes, L., & Westoby, M. (1992). Fate of Seeds Adapted for Dispersal by Ants in Australian Sclerophyll Vegetation. Ecology, 73(4), 1285–1299. https://doi.org/10.2307/1940676",Seed Dispersal,Seed transportation,NO,In-text,"n, mean, SD",,Field observational,,,,,,,
27A,Hughes & Westoby,1992,Trait A. Seed removal on Hibbertia ovata,Aphaenogaster longiceps,Aphaenogaster,Myrmicinae,Hymenoptera,Hibbertia ovata,Hibbertia,Dilleniaceae,Dilleniales,5,4.70588,1.28342,0.3333333,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,"Hughes, L., & Westoby, M. (1992). Fate of Seeds Adapted for Dispersal by Ants in Australian Sclerophyll Vegetation. Ecology, 73(4), 1285–1299. https://doi.org/10.2307/1940676",Seed Dispersal,Seed transportation,NO,In-text,"n, mean, SD",,Field observational,,,,,,,
27A,Hughes & Westoby,1992,Trait A. Seed removal on Hibbertia ovata,Pheidole sp.,Pheidole,Myrmicinae,Hymenoptera,Hibbertia ovata,Hibbertia,Dilleniaceae,Dilleniales,5,4.14476,1.08106,0.3333,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,"Hughes, L., & Westoby, M. (1992). Fate of Seeds Adapted for Dispersal by Ants in Australian Sclerophyll Vegetation. Ecology, 73(4), 1285–1299. https://doi.org/10.2307/1940676",Seed Dispersal,Seed transportation,NO,In-text,"n, mean, SD",,Field observational,,,,,,,
27B,Hughes & Westoby,1992,Trait B. Seed removal on Dillwynia juniperina,Rhytidoponera metallica,Rhytidoponera,Ectatomminae,Hymenoptera,Dillwynia juniperina,Dillwynia,Fabaceae,Fabales,5,6.23532,2.64547,0.3333,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,"Hughes, L., & Westoby, M. (1992). Fate of Seeds Adapted for Dispersal by Ants in Australian Sclerophyll Vegetation. Ecology, 73(4), 1285–1299. https://doi.org/10.2307/1940676",Seed Dispersal,Seed transportation,NO,In-text,"n, mean, SD",,Field observational,,,,,,,
27B,Hughes & Westoby,1992,Trait B. Seed removal on Dillwynia juniperina,Aphaenogaster longiceps,Aphaenogaster,Myrmicinae,Hymenoptera,Dillwynia juniperina,Dillwynia,Fabaceae,Fabales,5,3.70166,1.10497,0.3333,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,"Hughes, L., & Westoby, M. (1992). Fate of Seeds Adapted for Dispersal by Ants in Australian Sclerophyll Vegetation. Ecology, 73(4), 1285–1299. https://doi.org/10.2307/1940676",Seed Dispersal,Seed transportation,NO,In-text,"n, mean, SD",,Field observational,,,,,,,
27B,Hughes & Westoby,1992,Trait B. Seed removal on Dillwynia juniperina,Pheidole sp.,Pheidole,Myrmicinae,Hymenoptera,Dillwynia juniperina,Dillwynia,Fabaceae,Fabales,5,5.79243,1.8884,0.3333,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,https://www.jstor.org/stable/1940676?seq=3#metadata_info_tab_contents,"Hughes, L., & Westoby, M. (1992). Fate of Seeds Adapted for Dispersal by Ants in Australian Sclerophyll Vegetation. Ecology, 73(4), 1285–1299. https://doi.org/10.2307/1940676",Seed Dispersal,Seed transportation,NO,In-text,"n, mean, SD",,Field observational,,,,,,,
28A,Oliveira et al,1999,Trait A. Visiting EFN Opuntia stricta,Camponotus abdominales,Camponotus,Formicinae,Hymenoptera,Opuntia stricta,Opuntia,Cactaceae,Caryophyllales,24,3.656756,3.875721,0.4897959,https://www.jstor.org/stable/2656313?seq=5#metadata_info_tab_contents,https://www.jstor.org/stable/2656313?seq=5#metadata_info_tab_contents,"Oliveira, P. S., Rico-Gray, V., Diaz-Castelazo, C., & Castillo-Guevara, C. (1999). Interaction between Ants, Extrafloral Nectaries and Insect Herbivores in Neotropical Coastal Sand Dunes: Herbivore Deterrence by Visiting Ants Increases Fruit Set in Opuntia stricta (Cactaceae). Functional Ecology, 13(5), 623–631. http://www.jstor.org/stable/2656313",Pollination,Visitation rate,YES,Figure 3a,Raw data,Only mean and SE,Field experimental,,,,,,,
28A,Oliveira et al,2000,Trait A. Visiting EFN Opuntia stricta,Camponotus planatus,Camponotus,Formicinae,Hymenoptera,Opuntia stricta,Opuntia,Cactaceae,Caryophyllales,25,3.464601,2.934067,0.5102041,https://www.jstor.org/stable/2656313?seq=5#metadata_info_tab_contents,https://www.jstor.org/stable/2656313?seq=5#metadata_info_tab_contents,"Oliveira, P. S., Rico-Gray, V., Diaz-Castelazo, C., & Castillo-Guevara, C. (1999). Interaction between Ants, Extrafloral Nectaries and Insect Herbivores in Neotropical Coastal Sand Dunes: Herbivore Deterrence by Visiting Ants Increases Fruit Set in Opuntia stricta (Cactaceae). Functional Ecology, 13(5), 623–631. http://www.jstor.org/stable/2656313",Pollination,Visitation rate,YES,Figure 3a,Raw data,Only mean and SE,Field experimental,,,,,,,
29A,Manzaneda & Rey,2012,Trait A. recruited seedlings,Camponotus cruentatus,Camponotus,Formicinae,Hymenoptera,Helleborus foetidus,Helleborus,Ranunculaceae,Ranunculales,5,0.023874,0.02318132,0.3333333,https://journals.scholarsportal.info/details/09067590/v35i0004/322_gaivataaaaom.xml&sub=all,https://journals.scholarsportal.info/details/09067590/v35i0004/322_gaivataaaaom.xml&sub=all,"Manzaneda, Antonio & Rey, Pedro. (2012). Geographical and interspecific variation and the nutrient‐enrichment hypothesis as an adaptive advantage of myrmecochory. Ecography. 35. 322-332. 10.2307/41418671.",Seed Dispersal,Seed transportation,NO,Figure 2b,"n, mean, SD",X^2 and P-value,Not clear if field observational,,,,,,,
29A,Manzaneda & Rey,2012,Trait A. recruited seedlings,Cataglyphis velox,Cataglyphis,Formicinae,Hymenoptera,Helleborus foetidus,Helleborus,Ranunculaceae,Ranunculales,5,0.068325,0.04214541,0.3333333,https://journals.scholarsportal.info/details/09067590/v35i0004/322_gaivataaaaom.xml&sub=all,https://journals.scholarsportal.info/details/09067590/v35i0004/322_gaivataaaaom.xml&sub=all,"Manzaneda, Antonio & Rey, Pedro. (2012). Geographical and interspecific variation and the nutrient‐enrichment hypothesis as an adaptive advantage of myrmecochory. Ecography. 35. 322-332. 10.2307/41418671.",Seed Dispersal,Seed transportation,NO,Figure 2b,"n, mean, SD",X^2 and P-value,Not clear if field observational,,,,,,,
29A,Manzaneda & Rey,2012,Trait A. recruited seedlings,Pheidole pallidula,Pheidole,Myrmicinae,Hymenoptera,Helleborus foetidus,Helleborus,Ranunculaceae,Ranunculales,5,0.054031,0.03171639,0.3333333,https://journals.scholarsportal.info/details/09067590/v35i0004/322_gaivataaaaom.xml&sub=all,https://journals.scholarsportal.info/details/09067590/v35i0004/322_gaivataaaaom.xml&sub=all,"Manzaneda, Antonio & Rey, Pedro. (2012). Geographical and interspecific variation and the nutrient‐enrichment hypothesis as an adaptive advantage of myrmecochory. Ecography. 35. 322-332. 10.2307/41418671.",Seed Dispersal,Seed transportation,NO,Figure 2b,"n, mean, SD",X^2 and P-value,Not clear if field observational,,,,,,,
30A,Burger et al,2021,Trait A. Cumulative time of attack,Crematogaster,Crematogaster,Myrmicinae,Hymenoptera,Leea aculeata,Leea,Vitaceae,Vitales,25,229,400,0.5434783,https://www.antwiki.org/wiki/images/7/76/Burger%2C_H.F.%2C_Vondr%C3%A1%C4%8Dkov%C3%A1%2C_K._et_al._2021._Protection_from_herbivores_varies_among_ant_genera_%2810.20362%40am.014002%29.pdf,https://www.antwiki.org/wiki/images/7/76/Burger%2C_H.F.%2C_Vondr%C3%A1%C4%8Dkov%C3%A1%2C_K._et_al._2021._Protection_from_herbivores_varies_among_ant_genera_%2810.20362%40am.014002%29.pdf,"Burger, Hannah & Vondráčková, Kamila & Skłodowski, Mateusz & Koid, Qian & Dent, Daisy & Wallace, Kevin & Fayle, Tom. (2021). Protection from herbivores varies among ant genera for the myrmecophilic plant Leea aculeata in Malaysian Borneo. Asian Myrmecology. 14. 1-16. 10.20362/am.014002.",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 5c,"n, mean, SD",P-value and Z-value,Field experimental,,,,,,,
30A,Burger et al,2021,Trait A. Cumulative time of attack,Polyrhachis,Polyrhachis,Formicinae,Hymenoptera,Leea aculeata,Leea,Vitaceae,Vitales,8,138.182,329.1265,0.173913,https://www.antwiki.org/wiki/images/7/76/Burger%2C_H.F.%2C_Vondr%C3%A1%C4%8Dkov%C3%A1%2C_K._et_al._2021._Protection_from_herbivores_varies_among_ant_genera_%2810.20362%40am.014002%29.pdf,https://www.antwiki.org/wiki/images/7/76/Burger%2C_H.F.%2C_Vondr%C3%A1%C4%8Dkov%C3%A1%2C_K._et_al._2021._Protection_from_herbivores_varies_among_ant_genera_%2810.20362%40am.014002%29.pdf,"Burger, Hannah & Vondráčková, Kamila & Skłodowski, Mateusz & Koid, Qian & Dent, Daisy & Wallace, Kevin & Fayle, Tom. (2021). Protection from herbivores varies among ant genera for the myrmecophilic plant Leea aculeata in Malaysian Borneo. Asian Myrmecology. 14. 1-16. 10.20362/am.014002.",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 5c,"n, mean, SD",P-value and Z-value,Field experimental,,,,,,,
30A,Burger et al,2021,Trait A. Cumulative time of attack,Paraparatrechina,Paraparatrechina,Formicinae,Hymenoptera,Leea aculeata,Leea,Vitaceae,Vitales,5,69.0909,219.5418,0.1086957,https://www.antwiki.org/wiki/images/7/76/Burger%2C_H.F.%2C_Vondr%C3%A1%C4%8Dkov%C3%A1%2C_K._et_al._2021._Protection_from_herbivores_varies_among_ant_genera_%2810.20362%40am.014002%29.pdf,https://www.antwiki.org/wiki/images/7/76/Burger%2C_H.F.%2C_Vondr%C3%A1%C4%8Dkov%C3%A1%2C_K._et_al._2021._Protection_from_herbivores_varies_among_ant_genera_%2810.20362%40am.014002%29.pdf,"Burger, Hannah & Vondráčková, Kamila & Skłodowski, Mateusz & Koid, Qian & Dent, Daisy & Wallace, Kevin & Fayle, Tom. (2021). Protection from herbivores varies among ant genera for the myrmecophilic plant Leea aculeata in Malaysian Borneo. Asian Myrmecology. 14. 1-16. 10.20362/am.014002.",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 5c,"n, mean, SD",P-value and Z-value,Field experimental,,,,,,,
30A,Burger et al,2021,Trait A. Cumulative time of attack,Tetramorium,Tetramorium,Myrmicinae,Hymenoptera,Leea aculeata,Leea,Vitaceae,Vitales,8,58.1818,185.137,0.173913,https://www.antwiki.org/wiki/images/7/76/Burger%2C_H.F.%2C_Vondr%C3%A1%C4%8Dkov%C3%A1%2C_K._et_al._2021._Protection_from_herbivores_varies_among_ant_genera_%2810.20362%40am.014002%29.pdf,https://www.antwiki.org/wiki/images/7/76/Burger%2C_H.F.%2C_Vondr%C3%A1%C4%8Dkov%C3%A1%2C_K._et_al._2021._Protection_from_herbivores_varies_among_ant_genera_%2810.20362%40am.014002%29.pdf,"Burger, Hannah & Vondráčková, Kamila & Skłodowski, Mateusz & Koid, Qian & Dent, Daisy & Wallace, Kevin & Fayle, Tom. (2021). Protection from herbivores varies among ant genera for the myrmecophilic plant Leea aculeata in Malaysian Borneo. Asian Myrmecology. 14. 1-16. 10.20362/am.014002.",Plant Protection,Patrolling  / Aggressiveness,NO,Figure 5c,"n, mean, SD",P-value and Z-value,Field experimental,,,,,,,
31A,Komamura et al,2021,Trait A. Pollination contribution estimated as the total number of seeds in each fruit produced after a single visit of each individual insect,Bombus diversus tersatus,Bombus,Apidae,Hymenoptera,Cardiocrinum cordatum,Cardiocrinum,Liliaceae,Liliales,7,364.5609,193.3555,0.5833333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104397099&doi=10.3390%2ff12040452&partnerID=40&md5=0f5290a392402d3c1b8d64fa843c9eb5,https://www.mdpi.com/1999-4907/12/4/452,"Komamura, R., Koyama, K., Yamauchi, T., Konno, Y., & Gu, L. (2021). Pollination Contribution Differs among Insects Visiting Cardiocrinum cordatum Flowers. Forests, 12(4), 452. MDPI AG. Retrieved from http://dx.doi.org/10.3390/f12040452",Pollination,Seed set,YES,Table 3 and 4,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
