Supplementary Table 9. Pairwise comparison of AA similarity acros Picorna-like viruses,,,,,
Species 1,Species 2,Names 1,Names 2,disimilarity,similarity
SINV-1,OilV-1,Solenopsis invicta virus 1,Osiphanes invirae iflavirus 1,0.96,0.04
NIHV-2,TesV-A1,Nilaparvata lugens honeydew virus-2,Teschovirus A1,0.96,0.04
SBV,POLIO1A,Sacbrood virus,Human poliovirus 1 Mahoney,0.96,0.04
AoV-3,GaV-A1,Putative A. octoarticulatus virus 1 (g2275 i0),Gallivirus A1,0.96,0.04
LdIV-1,LimV-A1,Lymantria dispar iflavirus 1,Limnipivirus A1,0.96,0.04
STV9,FSak1,Soybean thrips iflavirus 9,Feline sakobuvirus A,0.96,0.04
KBV,MoV-A1,Kashmir bee virus,Mosavirus A1,0.96,0.04
NLHV-1,THV-2993D,Nilaparvata lugens honeydew virus 1,Turkey hepatitis virus 2993D,0.96,0.04
SBV,MSPV-1,Sacbrood virus,Miniopterus schreibersii picornavirus 1,0.96,0.04
LHUV-1,PasV-A1,Linepithema humile virus 1,Passerivirus A1,0.96,0.04
AoV-2,OilV-1,Putative A. octoarticulatus virus 3 (g6982 i4),Osiphanes invirae iflavirus 1,0.96,0.04
KBV,IFV,Kashmir bee virus,Infectious flacherie virus,0.96,0.04
BQCV,EoV,Black queen cell virus,Ectropis obliqua virus,0.96,0.04
BBV,BHuV-1,Brevicoryne brassicae virus,Bovine hungarovirus 1,0.96,0.04
BQCV,GaV-A1,Black queen cell virus,Gallivirus A1,0.96,0.04
AoV-8,HPeV-1,Putative A. octoarticulatus virus 7 (g3814 i0),Human parechovirus 1,0.96,0.04
AoV-5,EPV-1,Putative A. octoarticulatus virus 4 (g1894 i0),Eel picornavirus 1,0.96,0.04
SBV,KuV-A1,Sacbrood virus,Kunsagivirus A1,0.96,0.04
SINV-16,KuV-A1, Solenopsis invicta virus 16,Kunsagivirus A1,0.96,0.04
KgV,AEV-1,King virus,Tremovirus A1,0.96,0.04
ALPV,GaV-A1,Aphid lethal paralysis virus,Gallivirus A1,0.96,0.04
AoV-7,ERAV,Putative A. octoarticulatus virus 6 (g3684 i0),Equine rhinitis B virus 1,0.96,0.04
BatIV,FSak1,Bat iflavirus (Yinda et al. 2016),Feline sakobuvirus A,0.96,0.04
IAPV,DHAV-1,Israeli acute paralysis virus,Duck hepatitis A virus 1,0.96,0.04
EoV,BHuV-1,Ectropis obliqua virus,Bovine hungarovirus 1,0.96,0.04
CV-A1,PaV-1,Cardiovirus A1,Pasivirus A1,0.96,0.04
OilV-1,ArMV,Osiphanes invirae iflavirus 1,Arabis mosaic virus,0.96,0.04
KgV,BatPI,King virus,Bat picornavirus,0.96,0.04
AoV-3,CV-A1,Putative A. octoarticulatus virus 1 (g2275 i0),Cardiovirus A1,0.96,0.04
BBV,SenV-A1,Brevicoryne brassicae virus,Senecavirus A1,0.96,0.04
DcPV,CosV-A1,Dinocampus coccinellae paralysis virus,Cosavirus A1,0.96,0.04
TplV-1,TesV-A1,Thaumetopoea pityocampa iflavirus 1,Teschovirus A1,0.96,0.04
AoV-3,OsV-A1,Putative A. octoarticulatus virus 1 (g2275 i0),Oscivirus A1,0.96,0.04
PNV,PEV-8,Perina nuda virus,Porcine enterovirus 8,0.96,0.04
PNV,AiV-1,Perina nuda virus,Aichi virus 1,0.96,0.04
EoV,DHAV-1,Ectropis obliqua virus,Duck hepatitis A virus 1,0.96,0.04
AoV-6,FMDV-O1K,Putative A. octoarticulatus virus 5 (g2855 i0),Foot and mouth disease virus,0.96,0.04
BBV,GaV-A1,Brevicoryne brassicae virus,Gallivirus A1,0.96,0.04
TesV-A1,HPeV-1,Teschovirus A1,Human parechovirus 1,0.96,0.04
SEIV-1,ArMV,Spodoptera exigua iflavirus 1,Arabis mosaic virus,0.96,0.04
LHUV-1,CPDV,Linepithema humile virus 1,Canine picodicistrovirus,0.96,0.04
NIHV-2,PEV-8,Nilaparvata lugens honeydew virus-2,Porcine enterovirus 8,0.96,0.04
ApIV,TesV-A1,Antheraea pernyi iflavirus,Teschovirus A1,0.96,0.04
ABPV,OilV-1,Acute bee paralysis virus,Osiphanes invirae iflavirus 1,0.96,0.04
CRLV,CV-A1,Cherry rasp leaf virus,Cardiovirus A1,0.96,0.04
SenV-A1,PaV-1,Senecavirus A1,Pasivirus A1,0.96,0.04
NLHV-1,FMDV-O1K,Nilaparvata lugens honeydew virus 1,Foot and mouth disease virus,0.96,0.04
DWV,KuV-A1,Deformed wing virus,Kunsagivirus A1,0.96,0.04
ApIV,FSak1,Antheraea pernyi iflavirus,Feline sakobuvirus A,0.96,0.04
PasV-A1,PaV-1,Passerivirus A1,Pasivirus A1,0.96,0.04
DcPV,PEV-8,Dinocampus coccinellae paralysis virus,Porcine enterovirus 8,0.96,0.04
SINV-1,MoV-A1,Solenopsis invicta virus 1,Mosavirus A1,0.96,0.04
BBV,SV-NG-J1,Brevicoryne brassicae virus,Salivirus NG-J1,0.96,0.04
AoV-4,HPeV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Human parechovirus 1,0.96,0.04
SEIV-2,PEV-8,Spodoptera exigua iflavirus 2,Porcine enterovirus 8,0.96,0.04
AoV-2,SenV-A1,Putative A. octoarticulatus virus 3 (g6982 i4),Senecavirus A1,0.96,0.04
PNV,RoM-7,Perina nuda virus,Rosavirus M-7,0.96,0.04
AoV-4,SiV-A,Putative A. octoarticulatus virus 2 (g5994 i0),Sicinivirus A,0.96,0.04
KBV,AEV-1,Kashmir bee virus,Tremovirus A1,0.96,0.04
SBV,SV-NG-J1,Sacbrood virus,Salivirus NG-J1,0.96,0.04
LHUV-1,THV-2993D,Linepithema humile virus 1,Turkey hepatitis virus 2993D,0.96,0.04
SINV-1,THV-2993D,Solenopsis invicta virus 1,Turkey hepatitis virus 2993D,0.96,0.04
IAPV,OilV-1,Israeli acute paralysis virus,Osiphanes invirae iflavirus 1,0.96,0.04
DcPV,SEIV-1,Dinocampus coccinellae paralysis virus,Spodoptera exigua iflavirus 1,0.96,0.04
SINV-1,GaV-A1,Solenopsis invicta virus 1,Gallivirus A1,0.96,0.04
SenV-A1,LimV-A1,Senecavirus A1,Limnipivirus A1,0.96,0.04
DWV,MoV-A1,Deformed wing virus,Mosavirus A1,0.96,0.04
BQCV,PNV,Black queen cell virus,Perina nuda virus,0.96,0.04
AoV-5,POLIO1A,Putative A. octoarticulatus virus 4 (g1894 i0),Human poliovirus 1 Mahoney,0.96,0.04
AoV-5,HPeV-1,Putative A. octoarticulatus virus 4 (g1894 i0),Human parechovirus 1,0.96,0.04
CV-A1,DHAV-1,Cardiovirus A1,Duck hepatitis A virus 1,0.96,0.04
BHuV-1,PaV-1,Bovine hungarovirus 1,Pasivirus A1,0.96,0.04
BatIV,AoV-8,Bat iflavirus (Yinda et al. 2016),Putative A. octoarticulatus virus 7 (g3814 i0),0.96,0.04
LHUV-1,AoV-8,Linepithema humile virus 1,Putative A. octoarticulatus virus 7 (g3814 i0),0.96,0.04
IFV,PaV-1,Infectious flacherie virus,Pasivirus A1,0.96,0.04
AoV-6,POLIO1A,Putative A. octoarticulatus virus 5 (g2855 i0),Human poliovirus 1 Mahoney,0.96,0.04
AoV-3,PEV-8,Putative A. octoarticulatus virus 1 (g2275 i0),Porcine enterovirus 8,0.96,0.04
ABPV,PEV-8,Acute bee paralysis virus,Porcine enterovirus 8,0.96,0.04
CPMV,BatPI,Cowpea mosaic virus,Bat picornavirus,0.96,0.04
KBV,AiV-1,Kashmir bee virus,Aichi virus 1,0.96,0.04
VdV-1,OsV-A1,Varroa destructor virus 1,Oscivirus A1,0.96,0.04
PNV,BHuV-1,Perina nuda virus,Bovine hungarovirus 1,0.96,0.04
IAPV,SenV-A1,Israeli acute paralysis virus,Senecavirus A1,0.96,0.04
ABPV,SenV-A1,Acute bee paralysis virus,Senecavirus A1,0.96,0.04
PasV-A1,TuASV,Passerivirus A1,Turkey avisivirus,0.96,0.04
SBV,TuASV,Sacbrood virus,Turkey avisivirus,0.96,0.04
LHUV-1,TuASV,Linepithema humile virus 1,Turkey avisivirus,0.96,0.04
DWV,HAV,Deformed wing virus,Hepatovirus A,0.96,0.04
ALPV,FSak1,Aphid lethal paralysis virus,Feline sakobuvirus A,0.96,0.04
EoV,FSak1,Ectropis obliqua virus,Feline sakobuvirus A,0.96,0.04
ERAV,HAV,Equine rhinitis B virus 1,Hepatovirus A,0.96,0.04
SINV-1,SenV-A1,Solenopsis invicta virus 1,Senecavirus A1,0.96,0.04
SINV-16,LimV-A1, Solenopsis invicta virus 16,Limnipivirus A1,0.96,0.04
SBPV,AEV-1,Slow bee paralysis virus,Tremovirus A1,0.96,0.04
SEIV-2,FSak1,Spodoptera exigua iflavirus 2,Feline sakobuvirus A,0.96,0.04
NLHV-1,DHAV-1,Nilaparvata lugens honeydew virus 1,Duck hepatitis A virus 1,0.96,0.04
AoV-6,SEIV-2,Putative A. octoarticulatus virus 5 (g2855 i0),Spodoptera exigua iflavirus 2,0.96,0.04
NLHV-1,BatPI,Nilaparvata lugens honeydew virus 1,Bat picornavirus,0.96,0.04
NIHV-2,BatPI,Nilaparvata lugens honeydew virus-2,Bat picornavirus,0.96,0.04
NIHV-2,SenV-A1,Nilaparvata lugens honeydew virus-2,Senecavirus A1,0.96,0.04
LdIV-1,AV-A1,Lymantria dispar iflavirus 1,Aquamavirus A1,0.96,0.04
AoV-6,PaV-1,Putative A. octoarticulatus virus 5 (g2855 i0),Pasivirus A1,0.96,0.04
AoV-5,CosV-A1,Putative A. octoarticulatus virus 4 (g1894 i0),Cosavirus A1,0.96,0.04
SEIV-2,ERAV,Spodoptera exigua iflavirus 2,Equine rhinitis B virus 1,0.96,0.04
ABPV,TesV-A1,Acute bee paralysis virus,Teschovirus A1,0.96,0.04
ApIV,ERAV,Antheraea pernyi iflavirus,Equine rhinitis B virus 1,0.96,0.04
DcPV,DHAV-1,Dinocampus coccinellae paralysis virus,Duck hepatitis A virus 1,0.96,0.04
OilV-1,DHAV-1,Osiphanes invirae iflavirus 1,Duck hepatitis A virus 1,0.96,0.04
DcPV,EPV-1,Dinocampus coccinellae paralysis virus,Eel picornavirus 1,0.96,0.04
DcPV,LimV-A1,Dinocampus coccinellae paralysis virus,Limnipivirus A1,0.96,0.04
CRLV,HPeV-1,Cherry rasp leaf virus,Human parechovirus 1,0.96,0.04
FMDV-O1K,HPeV-1,Foot and mouth disease virus,Human parechovirus 1,0.96,0.04
SINV-1,SiV-A,Solenopsis invicta virus 1,Sicinivirus A,0.96,0.04
SBPV,GaV-A1,Slow bee paralysis virus,Gallivirus A1,0.96,0.04
EoV,THV-2993D,Ectropis obliqua virus,Turkey hepatitis virus 2993D,0.96,0.04
ALPV,ERAV,Aphid lethal paralysis virus,Equine rhinitis B virus 1,0.96,0.04
PNV,SiV-A,Perina nuda virus,Sicinivirus A,0.96,0.04
AoV-6,EoV,Putative A. octoarticulatus virus 5 (g2855 i0),Ectropis obliqua virus,0.96,0.04
EoV,GaV-A1,Ectropis obliqua virus,Gallivirus A1,0.96,0.04
FMDV-O1K,HAV,Foot and mouth disease virus,Hepatovirus A,0.95,0.05
BQCV,OilV-1,Black queen cell virus,Osiphanes invirae iflavirus 1,0.95,0.05
CRLV,PNV,Cherry rasp leaf virus,Perina nuda virus,0.95,0.05
FEX-1,MoV-A1,Formica exsecta virus 1,Mosavirus A1,0.95,0.05
AoV-5,KuV-A1,Putative A. octoarticulatus virus 4 (g1894 i0),Kunsagivirus A1,0.95,0.05
FSak1,DHAV-1,Feline sakobuvirus A,Duck hepatitis A virus 1,0.95,0.05
SINV-1,KuV-A1,Solenopsis invicta virus 1,Kunsagivirus A1,0.95,0.05
KBV,POLIO1A,Kashmir bee virus,Human poliovirus 1 Mahoney,0.95,0.05
ABPV,POLIO1A,Acute bee paralysis virus,Human poliovirus 1 Mahoney,0.95,0.05
DWV,DHAV-1,Deformed wing virus,Duck hepatitis A virus 1,0.95,0.05
AoV-3,HPeV-1,Putative A. octoarticulatus virus 1 (g2275 i0),Human parechovirus 1,0.95,0.05
DWV,EPV-1,Deformed wing virus,Eel picornavirus 1,0.95,0.05
FMDV-O1K,PaV-1,Foot and mouth disease virus,Pasivirus A1,0.95,0.05
AoV-4,BatPI,Putative A. octoarticulatus virus 2 (g5994 i0),Bat picornavirus,0.95,0.05
STV9,MoV-A1,Soybean thrips iflavirus 9,Mosavirus A1,0.95,0.05
VdV-1,SV-NG-J1,Varroa destructor virus 1,Salivirus NG-J1,0.95,0.05
AoV-5,AEV-1,Putative A. octoarticulatus virus 4 (g1894 i0),Tremovirus A1,0.95,0.05
TplV-1,POLIO1A,Thaumetopoea pityocampa iflavirus 1,Human poliovirus 1 Mahoney,0.95,0.05
BHuV-1,HPeV-1,Bovine hungarovirus 1,Human parechovirus 1,0.95,0.05
TplV-1,SV-NG-J1,Thaumetopoea pityocampa iflavirus 1,Salivirus NG-J1,0.95,0.05
SINV-1,FSak1,Solenopsis invicta virus 1,Feline sakobuvirus A,0.95,0.05
CV-A1,HPeV-1,Cardiovirus A1,Human parechovirus 1,0.95,0.05
ALPV,SV-NG-J1,Aphid lethal paralysis virus,Salivirus NG-J1,0.95,0.05
STV9,EPV-1,Soybean thrips iflavirus 9,Eel picornavirus 1,0.95,0.05
FEX-1,OilV-1,Formica exsecta virus 1,Osiphanes invirae iflavirus 1,0.95,0.05
STV9,FMDV-O1K,Soybean thrips iflavirus 9,Foot and mouth disease virus,0.95,0.05
BQCV,AEV-1,Black queen cell virus,Tremovirus A1,0.95,0.05
IFV,LimV-A1,Infectious flacherie virus,Limnipivirus A1,0.95,0.05
AoV-7,PNV,Putative A. octoarticulatus virus 6 (g3684 i0),Perina nuda virus,0.95,0.05
AoV-7,BHuV-1,Putative A. octoarticulatus virus 6 (g3684 i0),Bovine hungarovirus 1,0.95,0.05
CRLV,AV-A1,Cherry rasp leaf virus,Aquamavirus A1,0.95,0.05
ApIV,POLIO1A,Antheraea pernyi iflavirus,Human poliovirus 1 Mahoney,0.95,0.05
DWV,TesV-A1,Deformed wing virus,Teschovirus A1,0.95,0.05
AoV-5,TuASV,Putative A. octoarticulatus virus 4 (g1894 i0),Turkey avisivirus,0.95,0.05
AoV-7,DHAV-1,Putative A. octoarticulatus virus 6 (g3684 i0),Duck hepatitis A virus 1,0.95,0.05
ArMV,KuV-A1,Arabis mosaic virus,Kunsagivirus A1,0.95,0.05
SenV-A1,DHAV-1,Senecavirus A1,Duck hepatitis A virus 1,0.95,0.05
VdV-1,EPV-1,Varroa destructor virus 1,Eel picornavirus 1,0.95,0.05
FeV-2,PEV-8,Formica exsecta virus 2,Porcine enterovirus 8,0.95,0.05
DWV,SV-NG-J1,Deformed wing virus,Salivirus NG-J1,0.95,0.05
DWV,OsV-A1,Deformed wing virus,Oscivirus A1,0.95,0.05
ApIV,LimV-A1,Antheraea pernyi iflavirus,Limnipivirus A1,0.95,0.05
CRLV,SEIV-2,Cherry rasp leaf virus,Spodoptera exigua iflavirus 2,0.95,0.05
NIHV-2,SEIV-1,Nilaparvata lugens honeydew virus-2,Spodoptera exigua iflavirus 1,0.95,0.05
AoV-2,SEIV-2,Putative A. octoarticulatus virus 3 (g6982 i4),Spodoptera exigua iflavirus 2,0.95,0.05
AoV-4,MSPV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Miniopterus schreibersii picornavirus 1,0.95,0.05
TplV-1,CosV-A1,Thaumetopoea pityocampa iflavirus 1,Cosavirus A1,0.95,0.05
LHUV-1,TesV-A1,Linepithema humile virus 1,Teschovirus A1,0.95,0.05
AoV-6,GaV-A1,Putative A. octoarticulatus virus 5 (g2855 i0),Gallivirus A1,0.95,0.05
AoV-8,GaV-A1,Putative A. octoarticulatus virus 7 (g3814 i0),Gallivirus A1,0.95,0.05
KgV,EPV-1,King virus,Eel picornavirus 1,0.95,0.05
CPMV,EPV-1,Cowpea mosaic virus,Eel picornavirus 1,0.95,0.05
ALPV,AoV-8,Aphid lethal paralysis virus,Putative A. octoarticulatus virus 7 (g3814 i0),0.95,0.05
SINV-16,ArMV, Solenopsis invicta virus 16,Arabis mosaic virus,0.95,0.05
AoV-2,MoV-A1,Putative A. octoarticulatus virus 3 (g6982 i4),Mosavirus A1,0.95,0.05
NIHV-2,PaV-1,Nilaparvata lugens honeydew virus-2,Pasivirus A1,0.95,0.05
MSPV-1,HAV,Miniopterus schreibersii picornavirus 1,Hepatovirus A,0.95,0.05
IFV,CV-A1,Infectious flacherie virus,Cardiovirus A1,0.95,0.05
PNV,ERAV,Perina nuda virus,Equine rhinitis B virus 1,0.95,0.05
EoV,SV-NG-J1,Ectropis obliqua virus,Salivirus NG-J1,0.95,0.05
AoV-6,PNV,Putative A. octoarticulatus virus 5 (g2855 i0),Perina nuda virus,0.95,0.05
EoV,PasV-A1,Ectropis obliqua virus,Passerivirus A1,0.95,0.05
ABPV,PNV,Acute bee paralysis virus,Perina nuda virus,0.95,0.05
IAPV,SEIV-2,Israeli acute paralysis virus,Spodoptera exigua iflavirus 2,0.95,0.05
FEX-1,SEIV-2,Formica exsecta virus 1,Spodoptera exigua iflavirus 2,0.95,0.05
ABPV,SEIV-2,Acute bee paralysis virus,Spodoptera exigua iflavirus 2,0.95,0.05
FeV-2,MoV-A1,Formica exsecta virus 2,Mosavirus A1,0.95,0.05
VdV-1,TesV-A1,Varroa destructor virus 1,Teschovirus A1,0.95,0.05
BQCV,KuV-A1,Black queen cell virus,Kunsagivirus A1,0.95,0.05
ApIV,CosV-A1,Antheraea pernyi iflavirus,Cosavirus A1,0.95,0.05
NIHV-2,PasV-A1,Nilaparvata lugens honeydew virus-2,Passerivirus A1,0.95,0.05
VdV-1,DHAV-1,Varroa destructor virus 1,Duck hepatitis A virus 1,0.95,0.05
SiV-A,DHAV-1,Sicinivirus A,Duck hepatitis A virus 1,0.95,0.05
SBV,PEV-8,Sacbrood virus,Porcine enterovirus 8,0.95,0.05
FEX-1,PEV-8,Formica exsecta virus 1,Porcine enterovirus 8,0.95,0.05
ALPV,PEV-8,Aphid lethal paralysis virus,Porcine enterovirus 8,0.95,0.05
IAPV,CPDV,Israeli acute paralysis virus,Canine picodicistrovirus,0.95,0.05
FEX-1,CPDV,Formica exsecta virus 1,Canine picodicistrovirus,0.95,0.05
BQCV,BHuV-1,Black queen cell virus,Bovine hungarovirus 1,0.95,0.05
SINV-16,EPV-1, Solenopsis invicta virus 16,Eel picornavirus 1,0.95,0.05
SEIV-1,CPMV,Spodoptera exigua iflavirus 1,Cowpea mosaic virus,0.95,0.05
SINV-1,OsV-A1,Solenopsis invicta virus 1,Oscivirus A1,0.95,0.05
STV9,CosV-A1,Soybean thrips iflavirus 9,Cosavirus A1,0.95,0.05
TplV-1,AEV-1,Thaumetopoea pityocampa iflavirus 1,Tremovirus A1,0.95,0.05
SBPV,HAV,Slow bee paralysis virus,Hepatovirus A,0.95,0.05
MSPV-1,LimV-A1,Miniopterus schreibersii picornavirus 1,Limnipivirus A1,0.95,0.05
NLHV-1,AoV-8,Nilaparvata lugens honeydew virus 1,Putative A. octoarticulatus virus 7 (g3814 i0),0.95,0.05
SINV-16,BQCV, Solenopsis invicta virus 16,Black queen cell virus,0.95,0.05
KBV,AoV-8,Kashmir bee virus,Putative A. octoarticulatus virus 7 (g3814 i0),0.95,0.05
EoV,EPV-1,Ectropis obliqua virus,Eel picornavirus 1,0.95,0.05
IFV,CosV-A1,Infectious flacherie virus,Cosavirus A1,0.95,0.05
AoV-5,AV-A1,Putative A. octoarticulatus virus 4 (g1894 i0),Aquamavirus A1,0.95,0.05
DcPV,MoV-A1,Dinocampus coccinellae paralysis virus,Mosavirus A1,0.95,0.05
KBV,TesV-A1,Kashmir bee virus,Teschovirus A1,0.95,0.05
FEX-1,TesV-A1,Formica exsecta virus 1,Teschovirus A1,0.95,0.05
AoV-6,AiV-1,Putative A. octoarticulatus virus 5 (g2855 i0),Aichi virus 1,0.95,0.05
SEIV-2,AEV-1,Spodoptera exigua iflavirus 2,Tremovirus A1,0.95,0.05
SBV,RoM-7,Sacbrood virus,Rosavirus M-7,0.95,0.05
SBV,DHAV-1,Sacbrood virus,Duck hepatitis A virus 1,0.95,0.05
BBV,DHAV-1,Brevicoryne brassicae virus,Duck hepatitis A virus 1,0.95,0.05
BBV,EPV-1,Brevicoryne brassicae virus,Eel picornavirus 1,0.95,0.05
BatIV,PasV-A1,Bat iflavirus (Yinda et al. 2016),Passerivirus A1,0.95,0.05
CPMV,TuASV,Cowpea mosaic virus,Turkey avisivirus,0.95,0.05
VdV-1,HAV,Varroa destructor virus 1,Hepatovirus A,0.95,0.05
SINV-1,HPeV-1,Solenopsis invicta virus 1,Human parechovirus 1,0.95,0.05
CPMV,AoV-8,Cowpea mosaic virus,Putative A. octoarticulatus virus 7 (g3814 i0),0.95,0.05
AoV-2,HPeV-1,Putative A. octoarticulatus virus 3 (g6982 i4),Human parechovirus 1,0.95,0.05
IFV,DHAV-1,Infectious flacherie virus,Duck hepatitis A virus 1,0.95,0.05
PNV,DHAV-1,Perina nuda virus,Duck hepatitis A virus 1,0.95,0.05
AoV-2,BatPI,Putative A. octoarticulatus virus 3 (g6982 i4),Bat picornavirus,0.95,0.05
AoV-2,FMDV-O1K,Putative A. octoarticulatus virus 3 (g6982 i4),Foot and mouth disease virus,0.95,0.05
PNV,CosV-A1,Perina nuda virus,Cosavirus A1,0.95,0.05
EoV,AiV-1,Ectropis obliqua virus,Aichi virus 1,0.95,0.05
EoV,FMDV-O1K,Ectropis obliqua virus,Foot and mouth disease virus,0.95,0.05
EoV,ERAV,Ectropis obliqua virus,Equine rhinitis B virus 1,0.95,0.05
NIHV-2,POLIO1A,Nilaparvata lugens honeydew virus-2,Human poliovirus 1 Mahoney,0.95,0.05
IAPV,MoV-A1,Israeli acute paralysis virus,Mosavirus A1,0.95,0.05
NIHV-2,FSak1,Nilaparvata lugens honeydew virus-2,Feline sakobuvirus A,0.95,0.05
FEX-1,PaV-1,Formica exsecta virus 1,Pasivirus A1,0.95,0.05
ABPV,PaV-1,Acute bee paralysis virus,Pasivirus A1,0.95,0.05
ABPV,IFV,Acute bee paralysis virus,Infectious flacherie virus,0.95,0.05
BatIV,DHAV-1,Bat iflavirus (Yinda et al. 2016),Duck hepatitis A virus 1,0.95,0.05
ApIV,EPV-1,Antheraea pernyi iflavirus,Eel picornavirus 1,0.95,0.05
LdIV-1,KuV-A1,Lymantria dispar iflavirus 1,Kunsagivirus A1,0.95,0.05
NIHV-2,GaV-A1,Nilaparvata lugens honeydew virus-2,Gallivirus A1,0.95,0.05
LHUV-1,RoM-7,Linepithema humile virus 1,Rosavirus M-7,0.95,0.05
LHUV-1,SEIV-2,Linepithema humile virus 1,Spodoptera exigua iflavirus 2,0.95,0.05
LdIV-1,FSak1,Lymantria dispar iflavirus 1,Feline sakobuvirus A,0.95,0.05
AoV-6,FSak1,Putative A. octoarticulatus virus 5 (g2855 i0),Feline sakobuvirus A,0.95,0.05
FeV-2,EPV-1,Formica exsecta virus 2,Eel picornavirus 1,0.95,0.05
BatIV,LimV-A1,Bat iflavirus (Yinda et al. 2016),Limnipivirus A1,0.95,0.05
ALPV,HPeV-1,Aphid lethal paralysis virus,Human parechovirus 1,0.95,0.05
LHUV-1,FMDV-O1K,Linepithema humile virus 1,Foot and mouth disease virus,0.95,0.05
DcPV,OilV-1,Dinocampus coccinellae paralysis virus,Osiphanes invirae iflavirus 1,0.95,0.05
BQCV,HAV,Black queen cell virus,Hepatovirus A,0.95,0.05
CRLV,HAV,Cherry rasp leaf virus,Hepatovirus A,0.95,0.05
AoV-4,BQCV,Putative A. octoarticulatus virus 2 (g5994 i0),Black queen cell virus,0.95,0.05
IFV,EoV,Infectious flacherie virus,Ectropis obliqua virus,0.95,0.05
SEIV-2,BatPI,Spodoptera exigua iflavirus 2,Bat picornavirus,0.95,0.05
PNV,FSak1,Perina nuda virus,Feline sakobuvirus A,0.95,0.05
NIHV-2,HPeV-1,Nilaparvata lugens honeydew virus-2,Human parechovirus 1,0.95,0.05
EoV,LimV-A1,Ectropis obliqua virus,Limnipivirus A1,0.95,0.05
AoV-6,IFV,Putative A. octoarticulatus virus 5 (g2855 i0),Infectious flacherie virus,0.95,0.05
CPMV,EoV,Cowpea mosaic virus,Ectropis obliqua virus,0.95,0.05
AoV-6,KuV-A1,Putative A. octoarticulatus virus 5 (g2855 i0),Kunsagivirus A1,0.95,0.05
AoV-6,RoM-7,Putative A. octoarticulatus virus 5 (g2855 i0),Rosavirus M-7,0.95,0.05
ApIV,TuASV,Antheraea pernyi iflavirus,Turkey avisivirus,0.95,0.05
IFV,CRLV,Infectious flacherie virus,Cherry rasp leaf virus,0.95,0.05
AoV-6,TesV-A1,Putative A. octoarticulatus virus 5 (g2855 i0),Teschovirus A1,0.95,0.05
BBV,BatPI,Brevicoryne brassicae virus,Bat picornavirus,0.95,0.05
IAPV,BatPI,Israeli acute paralysis virus,Bat picornavirus,0.95,0.05
AoV-6,TuASV,Putative A. octoarticulatus virus 5 (g2855 i0),Turkey avisivirus,0.95,0.05
BBV,LimV-A1,Brevicoryne brassicae virus,Limnipivirus A1,0.95,0.05
LHUV-1,SEIV-1,Linepithema humile virus 1,Spodoptera exigua iflavirus 1,0.95,0.05
SINV-1,SV-NG-J1,Solenopsis invicta virus 1,Salivirus NG-J1,0.95,0.05
SV-NG-J1,LimV-A1,Salivirus NG-J1,Limnipivirus A1,0.95,0.05
TplV-1,BQCV,Thaumetopoea pityocampa iflavirus 1,Black queen cell virus,0.95,0.05
ALPV,OilV-1,Aphid lethal paralysis virus,Osiphanes invirae iflavirus 1,0.95,0.05
BQCV,CPMV,Black queen cell virus,Cowpea mosaic virus,0.95,0.05
BBV,PEV-8,Brevicoryne brassicae virus,Porcine enterovirus 8,0.95,0.05
IAPV,PEV-8,Israeli acute paralysis virus,Porcine enterovirus 8,0.95,0.05
AoV-6,BatPI,Putative A. octoarticulatus virus 5 (g2855 i0),Bat picornavirus,0.95,0.05
KBV,SenV-A1,Kashmir bee virus,Senecavirus A1,0.95,0.05
BBV,CosV-A1,Brevicoryne brassicae virus,Cosavirus A1,0.95,0.05
PNV,SV-NG-J1,Perina nuda virus,Salivirus NG-J1,0.95,0.05
AoV-3,AiV-1,Putative A. octoarticulatus virus 1 (g2275 i0),Aichi virus 1,0.95,0.05
AoV-2,AiV-1,Putative A. octoarticulatus virus 3 (g6982 i4),Aichi virus 1,0.95,0.05
ABPV,AiV-1,Acute bee paralysis virus,Aichi virus 1,0.95,0.05
PNV,GaV-A1,Perina nuda virus,Gallivirus A1,0.95,0.05
KBV,CPDV,Kashmir bee virus,Canine picodicistrovirus,0.95,0.05
ABPV,CPDV,Acute bee paralysis virus,Canine picodicistrovirus,0.95,0.05
EoV,RoM-7,Ectropis obliqua virus,Rosavirus M-7,0.95,0.05
PNV,THV-2993D,Perina nuda virus,Turkey hepatitis virus 2993D,0.95,0.05
AoV-7,HPeV-1,Putative A. octoarticulatus virus 6 (g3684 i0),Human parechovirus 1,0.95,0.05
CRLV,EPV-1,Cherry rasp leaf virus,Eel picornavirus 1,0.95,0.05
CPMV,LimV-A1,Cowpea mosaic virus,Limnipivirus A1,0.95,0.05
CRLV,KuV-A1,Cherry rasp leaf virus,Kunsagivirus A1,0.95,0.05
TesV-A1,AV-A1,Teschovirus A1,Aquamavirus A1,0.95,0.05
AoV-4,AEV-1,Putative A. octoarticulatus virus 2 (g5994 i0),Tremovirus A1,0.95,0.05
MSPV-1,AEV-1,Miniopterus schreibersii picornavirus 1,Tremovirus A1,0.95,0.05
BHuV-1,HAV,Bovine hungarovirus 1,Hepatovirus A,0.95,0.05
BQCV,ArMV,Black queen cell virus,Arabis mosaic virus,0.95,0.05
